spec_no,mz,peak
36,106.9927902,0
36,107.9509583,0
36,109.1013031,1
36,111.1170502,0
36,112.1206741,0
36,113.0604782,0
36,113.9640045,0
36,117.8451996,1
36,119.0856857,0
36,123.0238266,1
36,125.0029907,0
36,128.9510803,1
36,129.0549316,0
36,129.9540405,1
36,130.0084534,1
36,131.9510345,0
36,131.9750977,0
36,132.9798279,1
36,134.9953003,0
36,137.039505,1
36,137.096756,1
36,141.0009155,1
36,141.0906219,0
36,141.9588776,0
36,142.0040894,1
36,145.1008759,0
36,145.9658508,1
36,146.9613037,0
36,147.023468,0
36,148.0190582,1
36,149.9614563,1
36,151.0185547,1
36,155.9720306,0
36,159.969635,1
36,163.0018005,1
36,165.0340576,0
36,165.0914307,0
36,173.0396423,1
36,173.0964966,0
36,175.9767151,1
36,176.0129547,1
36,176.9813232,1
36,176.9983673,1
36,177.0340881,1
36,177.9564056,1
36,178.9860535,1
36,179.0494995,1
36,179.0862732,1
36,183.1022644,0
36,189.9931183,0
36,191.049469,1
36,196.9347534,0
36,196.9952545,0
36,201.0345764,1
36,201.0916748,0
36,201.1112213,1
36,205.1592102,1
36,208.8844147,0
36,215.5770111,0
36,218.0966949,1
36,218.8680573,0
36,219.0478058,1
36,219.101532,0
36,219.1376648,1
36,219.1750183,0
36,219.2116852,1
36,219.9466095,0
36,220.050827,0
36,220.0917206,1
36,220.1806335,0
36,237.0925293,0
36,333.4502258,0
37,55.05509567,0
37,55.93513489,1
37,57.03424454,1
37,57.07065201,1
37,60.98758316,0
37,67.05504608,0
37,69.07049561,1
37,70.95851135,0
37,71.04985046,0
37,71.08624268,1
37,71.92987061,0
37,72.93786621,1
37,73.0654068,1
37,73.9457016,1
37,78.99775696,0
37,81.0704422,0
37,83.04959106,0
37,83.08627319,0
37,84.96044922,1
37,85.02902985,0
37,85.06546021,1
37,87.94496155,0
37,88.96924591,1
37,88.98251343,0
37,89.94059753,0
37,90.94844055,1
37,95.05005646,0
37,95.08631897,1
37,97.00827789,1
37,97.06535339,0
37,99.04460144,1
37,99.08061981,1
37,101.0601807,0
37,101.9408798,1
37,102.0137558,1
37,102.9485703,0
37,105.9354324,1
37,105.9556351,1
37,106.9926376,0
37,107.0861282,1
37,107.9510269,0
37,109.0656891,0
37,109.1016541,0
37,111.0446854,0
37,111.0810852,0
37,111.1174774,0
37,113.9646606,1
37,114.9487305,0
37,114.9725342,0
37,117.9356842,0
37,117.9801636,0
37,118.0499802,0
37,118.9433746,1
37,118.952507,0
37,120.024231,0
37,121.1014557,0
37,123.0238037,0
37,123.1172943,0
37,123.945488,1
37,125.0029144,1
37,125.060318,0
37,125.0961227,0
37,125.9615555,0
37,126.9557419,1
37,126.9725418,1
37,127.0736771,0
37,128.9513092,0
37,129.0551605,1
37,129.0704803,0
37,129.952652,1
37,130.0084229,0
37,130.9666595,1
37,131.0118713,1
37,131.9511261,0
37,131.9743195,1
37,132.9585266,0
37,133.0176697,0
37,133.93013,0
37,133.975296,1
37,135.945816,0
37,136.9530334,1
37,137.0969391,0
37,137.9642792,1
37,138.9650574,1
37,139.0744781,1
37,139.1120911,1
37,141.9591522,0
37,142.96698,1
37,142.9786682,0
37,145.1014252,1
37,146.9618073,0
37,147.9658661,0
37,148.0189514,0
37,148.9774323,0
37,148.9906311,0
37,149.0220947,1
37,149.0967712,1
37,149.1330261,1
37,149.9616699,1
37,150.982132,1
37,151.0172119,0
37,153.959259,1
37,154.9602509,0
37,155.1062469,0
37,155.9752808,0
37,156.9761658,0
37,157.9845428,1
37,158.0002441,1
37,158.9615173,0
37,158.983139,0
37,159.9463196,0
37,159.9700623,1
37,160.9460754,1
37,161.0141754,0
37,161.0391388,1
37,161.0966797,1
37,161.9454193,0
37,161.9610138,1
37,162.0349121,0
37,163.018692,0
37,165.0917664,0
37,167.0713196,0
37,167.1073914,1
37,167.1440582,1
37,168.9929352,0
37,174.9946899,1
37,175.994278,1
37,177.0337219,1
37,177.9572296,0
37,177.9748688,0
37,178.9581451,1
37,178.9769745,0
37,179.0255127,1
37,179.0499268,0
37,179.0864563,1
37,179.9554138,1
37,179.9723053,0
37,182.9629211,1
37,182.9909973,0
37,183.1018524,0
37,183.1752472,1
37,183.9638214,1
37,184.9700928,0
37,185.0615692,0
37,185.0801086,1
37,185.1178741,1
37,185.1542969,0
37,192.3147888,0
37,196.9881897,1
37,200.9732056,0
37,200.9974976,0
37,201.0344849,0
37,201.0727386,1
37,201.1106262,1
37,201.1285095,0
37,201.165329,0
37,201.9740601,0
37,201.9938507,1
37,202.0856323,0
37,202.1807098,1
37,202.9721069,0
37,203.0508881,1
37,203.0701599,0
37,203.1077881,0
37,203.1438446,0
37,214.8939972,0
37,219.9617767,0
37,220.0913849,1
37,248.6172943,1
37,301.9684448,1
37,357.9497375,1
37,362.882019,1
37,365.0948181,0
38,53.39463806,1
38,55.93529129,0
38,57.07076645,0
38,57.2808075,1
38,59.0500145,1
38,61.12589645,0
38,69.07073975,1
38,71.04987335,0
38,71.08635712,0
38,71.92988586,0
38,73.94584656,1
38,81.0010376,1
38,81.07085419,0
38,82.00020599,0
38,83.08636475,1
38,84.96067047,0
38,87.04476166,0
38,89.94070435,1
38,90.94851685,0
38,91.85927582,1
38,95.04986572,0
38,95.08648682,0
38,96.99613953,1
38,97.00813293,1
38,97.10188293,1
38,99.0447998,0
38,101.0603943,1
38,102.9484406,0
38,105.0340576,0
38,106.9924698,0
38,107.0863647,0
38,107.9506378,1
38,109.0321884,1
38,109.1021957,0
38,111.0810699,1
38,114.9719086,0
38,119.0529938,0
38,121.0653687,0
38,121.1017685,0
38,123.1175613,0
38,125.0037537,0
38,128.9514313,1
38,129.9720154,1
38,130.967041,0
38,131.000885,0
38,131.9509277,0
38,133.1012573,1
38,134.9757538,1
38,135.1172333,0
38,135.9462433,1
38,135.9938812,0
38,137.0631866,0
38,137.0967255,1
38,142.9967041,1
38,145.9662476,1
38,146.9622345,1
38,147.0233765,0
38,148.9773712,0
38,149.023468,1
38,149.9614716,1
38,151.0174866,1
38,151.077652,0
38,153.0920868,0
38,154.9877472,1
38,157.9663239,0
38,161.0404663,0
38,161.0968933,1
38,163.0170746,0
38,164.0052032,1
38,164.9972229,0
38,165.0346527,0
38,165.0924225,0
38,174.9858093,0
38,175.0174713,1
38,175.0278015,0
38,175.0554199,0
38,175.1492767,1
38,175.9774475,1
38,177.9575043,0
38,179.0501404,0
38,179.9842834,1
38,180.9816742,0
38,181.0109863,0
38,182.9909668,0
38,193.0287628,1
38,193.0656281,0
38,193.1261749,0
38,193.15802,1
38,193.9885406,0
38,194.1287842,0
38,197.9400482,0
38,197.9963684,1
38,198.9813995,1
38,202.9962921,0
38,203.0149994,1
38,203.1065521,1
38,203.1446991,1
38,203.1801147,0
38,203.9363861,1
38,205.1596069,1
38,206.1626587,1
38,214.8037415,1
38,216.940567,1
38,220.181778,0
38,220.8859253,0
38,221.005722,1
38,221.0250397,0
38,221.0451355,1
38,221.0781097,0
38,221.0973053,1
38,221.1169128,0
38,221.1546173,1
38,221.1898804,0
38,221.9253387,0
38,221.9487,1
38,222.1131744,0
38,239.0967255,0
38,240.8587036,1
38,279.5566406,1
38,301.9703369,0
38,352.8748474,0
39,55.93518448,1
39,57.03435135,1
39,57.07038116,0
39,59.04978561,1
39,62.01912308,0
39,64.46350098,1
39,73.02896881,1
39,73.06549072,0
39,74.9529953,1
39,76.10817719,0
39,79.05469513,1
39,79.11728668,0
39,81.07003784,1
39,83.08663177,0
39,83.93051147,0
39,85.06547546,0
39,87.04472351,0
39,89.06053162,1
39,89.94026184,0
39,93.069664,1
39,95.08589935,0
39,97.06525421,1
39,99.04399872,0
39,100.4023132,1
39,101.0599899,1
39,105.0341492,1
39,106.0652771,0
39,109.1020126,1
39,111.0280685,1
39,121.0287781,1
39,121.064682,0
39,121.1012344,0
39,123.0238342,1
39,123.1165237,0
39,127.1120758,1
39,131.9515381,0
39,132.0444183,0
39,132.9585419,0
39,133.0653687,1
39,137.0281982,1
39,137.0394135,1
39,137.9642944,0
39,139.0389404,0
39,139.075592,0
39,142.9783936,0
39,147.9822998,0
39,149.0238495,1
39,149.9613342,1
39,150.0271759,1
39,150.0550385,1
39,151.0184937,1
39,153.0916595,1
39,153.9595947,0
39,155.9619904,1
39,155.9752197,1
39,156.9833221,0
39,157.9829254,0
39,159.9468994,1
39,161.0121307,1
39,161.99823,1
39,165.0342712,1
39,165.0549316,1
39,165.0908203,0
39,166.9952087,1
39,167.0308838,1
39,172.9773102,0
39,174.9927979,0
39,177.0551453,0
39,177.0709381,0
39,177.1657562,0
39,177.9569397,0
39,178.0583191,1
39,178.9728851,1
39,182.9032593,1
39,182.962326,0
39,182.9907532,0
39,183.9251862,0
39,184.9698486,0
39,185.9402313,0
39,195.0110016,1
39,195.0816193,0
39,196.961731,0
39,200.9729156,1
39,201.9732666,1
39,205.1592407,1
39,211.9197388,0
39,214.9732971,0
39,222.9615173,0
39,223.1139069,1
39,223.1697388,0
39,223.2065735,0
39,223.9200439,0
39,224.0704193,0
39,224.092804,1
39,224.1294098,0
39,224.927002,0
39,225.043335,1
39,225.0989227,0
39,226.0438385,1
39,240.9724121,0
39,241.9321136,0
39,244.6994324,1
39,424.4308777,1
41,55.0549736,1
41,55.93522644,1
41,57.03432846,1
41,57.07068253,1
41,67.05503845,0
41,69.07067108,0
41,69.95066833,0
41,70.95848083,0
41,71.0499649,1
41,71.08634186,1
41,71.93003845,1
41,72.93790436,0
41,73.06551361,1
41,73.94569397,0
41,74.95339203,0
41,81.07036591,1
41,82.06197357,1
41,83.08614349,1
41,83.93048096,0
41,85.10196686,1
41,85.94652557,1
41,87.96138,1
41,88.9691925,0
41,89.06044769,0
41,89.9405899,1
41,90.94837952,1
41,91.05487061,0
41,93.07067871,0
41,95.08615112,0
41,96.96237183,0
41,98.43435669,1
41,99.04436493,0
41,100.9333649,0
41,101.0607376,1
41,102.9483795,1
41,105.9353333,0
41,106.9928284,1
41,107.9509888,1
41,108.9588165,1
41,109.1014252,1
41,111.0445938,1
41,111.117424,1
41,112.120491,0
41,112.9560776,1
41,113.9642181,1
41,114.9719391,1
41,115.9558945,0
41,116.9640579,1
41,117.9353104,1
41,117.9718246,1
41,118.943367,1
41,119.0867233,1
41,120.9585571,0
41,121.0290756,1
41,122.019928,0
41,123.0251923,0
41,123.0807037,1
41,123.1176071,1
41,123.9454193,0
41,125.9614029,0
41,126.9722824,1
41,127.9568481,1
41,127.9722366,1
41,128.9512787,0
41,129.0549164,0
41,129.0704193,0
41,129.1278229,0
41,129.9714203,0
41,130.9431763,1
41,130.966629,0
41,131.950943,0
41,131.9746399,1
41,131.9865265,0
41,132.9586945,1
41,133.9670868,0
41,134.9735107,1
41,135.9456177,1
41,136.9531555,1
41,137.0393982,0
41,137.0960693,0
41,140.9514618,1
41,140.9873505,1
41,141.0915527,1
41,141.9591675,1
41,142.9432373,1
41,142.9668427,1
41,143.0854645,1
41,143.9505157,0
41,144.9592438,1
41,144.982666,0
41,145.9664612,1
41,146.961731,1
41,147.0808105,1
41,147.9690704,0
41,147.9823456,1
41,148.9774475,1
41,149.9613953,1
41,151.0180969,0
41,151.9767609,0
41,153.9566345,1
41,154.9671478,1
41,155.0706482,1
41,155.9750671,0
41,157.966568,0
41,158.9604492,0
41,158.972168,1
41,159.9694824,1
41,160.9535065,0
41,161.9614105,1
41,162.9684143,1
41,163.0185699,0
41,163.977066,1
41,165.0913239,1
41,172.9775543,1
41,173.0808868,1
41,173.997818,0
41,175.9770508,1
41,176.9803009,0
41,176.9973602,1
41,177.0342865,0
41,183.1023254,1
41,187.9778442,0
41,189.0344238,1
41,189.9928894,1
41,193.954483,1
41,193.9874115,1
41,194.9415741,1
41,199.0565033,1
41,199.1703796,1
41,199.9772491,1
41,201.1130066,1
41,205.9882355,0
41,206.9296112,1
41,212.9514008,0
41,214.4670563,1
41,216.9695129,1
41,216.9914246,0
41,217.0125427,0
41,217.0306854,1
41,217.0670929,1
41,217.1043243,0
41,217.1212311,0
41,217.1261749,1
41,217.1588745,0
41,217.1946716,1
41,217.9881897,1
41,218.0972137,0
41,266.5334167,1
41,343.4894104,1
42,52.58414459,0
42,55.05516052,1
42,55.93511963,0
42,57.03428268,0
42,57.07070541,1
42,58.03048325,0
42,59.04987717,0
42,61.85523987,1
42,67.05512238,1
42,69.07060242,1
42,71.08625031,1
42,72.93781281,0
42,73.06529999,1
42,81.07067871,0
42,83.08600616,0
42,86.13121796,0
42,87.04489136,1
42,88.07624817,0
42,89.06062317,0
42,89.94061279,0
42,91.05464172,0
42,95.05013275,1
42,95.0864563,1
42,97.0079422,1
42,97.06561279,1
42,99.04452515,1
42,101.0603867,0
42,102.0559692,1
42,106.9925308,0
42,107.0858154,1
42,107.2518005,1
42,107.951149,1
42,108.5077057,1
42,109.1018066,0
42,111.1175385,0
42,112.1208801,1
42,114.2246017,1
42,119.0862732,1
42,119.9942169,1
42,121.1016617,0
42,123.0447922,0
42,123.1174698,0
42,126.9723053,1
42,129.1278381,1
42,133.0082245,0
42,133.1016693,0
42,135.945694,0
42,137.039566,1
42,137.1329803,0
42,138.9030609,0
42,139.0189972,1
42,140.5059204,1
42,141.0008087,0
42,144.9826202,0
42,147.1170197,1
42,149.9615479,0
42,151.0185852,1
42,159.0666046,1
42,161.1324615,0
42,163.0181427,0
42,165.0345917,1
42,175.1483765,0
42,177.035202,0
42,177.0712738,0
42,177.1645966,1
42,179.1074371,1
42,182.990448,1
42,188.0132751,1
42,189.0335999,0
42,189.070282,1
42,189.1639709,1
42,189.9924316,1
42,191.1806183,1
42,196.9204254,0
42,196.9388123,0
42,206.9308777,1
42,207.0812531,0
42,207.8856049,1
42,208.0857086,1
42,211.9433594,0
42,212.795105,1
42,212.8157959,0
42,214.9305267,0
42,214.9497833,0
42,216.9922333,1
42,217.0124207,0
42,217.1957092,1
42,218.200592,0
42,219.048233,1
42,234.923645,1
42,234.954361,1
42,235.0215302,0
42,235.114502,1
42,235.1701965,1
42,235.2066498,0
42,235.8838348,0
42,236.1732788,1
42,236.2097321,0
42,309.9058228,0
42,403.1758118,0
43,52.94905472,0
43,53.13115311,0
43,57.03411865,1
43,57.07064438,1
43,59.0499649,0
43,59.05291367,0
43,59.73218536,0
43,78.61270142,1
43,95.08673859,1
43,99.04488373,0
43,99.26526642,0
43,101.0604172,0
43,109.1018524,0
43,111.3207626,1
43,116.3414917,0
43,117.0918503,1
43,145.7429504,1
43,194.9665527,0
43,195.9247284,1
43,208.8847656,1
43,210.6347046,0
43,210.6595917,1
43,218.8692322,0
43,223.9219818,1
43,224.655777,1
43,226.8941956,1
43,237.9353485,0
43,242.9340057,1
43,248.0149384,0
43,257.8781433,1
43,258.8641052,0
43,272.8799744,0
43,275.1447449,1
43,276.8759155,0
43,290.8902283,1
43,308.9012451,1
43,309.9015198,1
43,326.9126892,0
44,55.85170364,1
44,59.10116959,1
44,68.82449341,1
44,85.02936554,1
44,89.88345337,0
44,95.26768494,1
44,110.3542252,1
44,145.049881,0
44,151.240387,1
44,176.3766479,1
44,212.9099274,0
44,213.8713226,1
44,248.1673889,1
45,55.93519592,0
45,57.03436661,0
45,57.07071304,0
45,67.05490112,0
45,69.07080078,1
45,71.08636475,0
45,72.93787384,1
45,81.07079315,1
45,83.08628845,0
45,85.10196686,1
45,89.06005096,0
45,89.73109436,0
45,89.94019318,0
45,90.94869995,0
45,95.05003357,1
45,95.08599854,0
45,97.10204315,0
45,103.0766449,1
45,105.0706711,0
45,109.1018143,0
45,126.9722824,0
45,131.9745178,1
45,161.9614258,1
45,171.9815216,1
45,206.9288635,1
45,214.1378784,1
45,215.9719543,1
45,233.9804688,1
45,234.9237213,1
45,257.0630493,0
45,257.0961304,0
45,257.1912842,0
45,257.224762,1
46,55.82453156,1
46,55.93521881,0
46,57.07084274,1
46,69.07080078,1
46,71.05007935,0
46,71.08629608,0
46,71.93027496,1
46,72.09450531,0
46,72.9379425,1
46,81.07069397,0
46,85.10283661,1
46,86.09699249,0
46,89.9407196,0
46,90.94858551,0
46,95.0500412,0
46,95.08640289,0
46,101.060173,1
46,107.950676,0
46,113.9647446,0
46,128.9514313,1
46,131.9514923,1
46,132.0450439,1
46,141.9585571,0
46,149.9627686,0
46,151.0761871,0
46,161.9974518,1
46,169.0869904,0
46,175.9770203,1
46,183.925354,1
46,185.9416199,0
46,193.0870819,1
46,206.9308777,0
46,211.0970612,0
46,211.1340942,0
46,211.9206085,0
46,213.9320831,1
46,223.9198303,1
46,224.9276733,1
46,241.9322052,0
46,246.9454498,0
46,247.2043152,0
47,55.05503845,0
47,55.93519211,0
47,57.07054138,1
47,63.87877274,1
47,67.05484009,1
47,69.07056427,0
47,71.08615112,1
47,73.0290451,1
47,81.07054901,0
47,83.08611298,1
47,85.10181427,0
47,85.66671753,0
47,87.0446701,1
47,89.05998993,1
47,91.05495453,1
47,95.0500412,0
47,95.08631897,1
47,97.06529999,1
47,97.10152435,0
47,99.04447174,0
47,101.0600891,0
47,107.0858994,0
47,109.1016693,0
47,111.1173172,1
47,119.0873566,0
47,121.101532,1
47,135.117218,0
47,173.1324005,1
47,175.9775848,0
47,183.9122772,1
47,187.9780579,1
47,189.9921875,1
47,193.0700684,1
47,195.1374054,0
47,199.1482697,0
47,201.9235382,1
47,209.0426941,1
47,213.9014435,0
47,213.9233246,1
47,214.9241638,1
47,225.9161835,0
47,227.0507965,0
47,231.9336243,1
47,236.9382324,1
47,255.0850372,1
47,255.1753235,0
47,255.2108459,0
48,57.07072067,1
48,77.04335785,1
48,89.06048584,0
48,109.9475632,1
48,133.086319,0
48,144.4645233,0
48,165.090271,0
48,214.461731,1
48,215.0270386,1
48,231.8489075,0
48,233.1910095,1
48,275.5388184,1
48,277.2183533,1
48,358.7131958,1
49,57.07076263,1
49,59.05001068,0
49,66.87973022,0
49,69.07060242,1
49,71.04994965,0
49,71.08641815,1
49,72.93792725,1
49,73.0657959,1
49,79.02204895,0
49,79.05448914,0
49,81.07063293,0
49,83.05004883,1
49,83.08627319,1
49,85.10202789,0
49,87.04476929,1
49,89.06056213,0
49,89.94059753,1
49,90.94845581,0
49,91.05536652,0
49,91.37070465,0
49,95.04977417,0
49,95.08649445,1
49,97.00818634,1
49,97.10176849,0
49,99.04465485,1
49,101.060379,0
49,106.9923019,0
49,107.9513321,0
49,109.1017761,1
49,111.0450897,1
49,111.1174927,1
49,112.120163,0
49,121.1021881,1
49,123.0449371,0
49,125.9628601,1
49,126.9723892,1
49,128.9632416,0
49,129.1277466,1
49,133.0078735,0
49,135.02388,1
49,135.9472046,0
49,136.9540405,1
49,137.0401917,0
49,141.0009766,0
49,144.9829865,0
49,146.9622803,1
49,147.1170197,0
49,149.0035248,0
49,151.0186462,1
49,157.9650726,1
49,161.1339111,0
49,163.0188446,0
49,165.0344391,1
49,175.1486359,1
49,175.977356,0
49,177.0702667,1
49,177.1652832,1
49,179.1075439,0
49,181.0871887,1
49,188.013916,1
49,189.0350494,1
49,189.0705566,0
49,189.1641083,0
49,191.1797333,0
49,194.9667053,0
49,196.9204865,0
49,196.9389343,0
49,199.0975189,0
49,206.9295959,0
49,207.0813751,1
49,207.8766174,0
49,208.0867157,1
49,211.9259796,1
49,211.9446259,0
49,211.9790344,1
49,214.930954,0
49,214.951767,0
49,215.3831787,0
49,216.9148407,1
49,216.9917145,1
49,217.0123138,1
49,217.1070099,0
49,217.1959839,1
49,218.1989288,0
49,219.0477753,0
49,219.3604126,0
49,225.8867035,0
49,234.4535065,0
49,234.9232483,1
49,234.9552002,1
49,234.9810181,1
49,235.020813,0
49,235.0766602,1
49,235.113266,1
49,235.1703796,0
49,235.2067261,1
49,235.96138,1
49,236.0345154,0
49,236.1730499,0
49,236.2088776,1
49,301.9666748,1
50,55.05502319,1
50,55.6703949,0
50,55.93523788,0
50,57.03417969,0
50,57.07072067,0
50,59.04998398,0
50,67.05519104,1
50,69.07069397,0
50,69.26556396,1
50,71.04960632,1
50,71.92988586,1
50,72.93795013,0
50,73.02902985,1
50,73.0655899,1
50,73.94570923,1
50,78.99784851,0
50,81.03391266,0
50,81.07058716,1
50,83.08623505,0
50,84.96045685,1
50,85.06542969,0
50,87.04488373,1
50,89.06032562,0
50,89.94057465,0
50,90.94808197,1
50,95.04954529,0
50,95.08623505,1
50,97.00831604,1
50,97.06488037,1
50,99.04493713,0
50,101.0604019,0
50,102.9483566,0
50,103.3859329,0
50,105.0704803,1
50,105.935463,0
50,106.9929276,1
50,107.0861664,0
50,107.9509125,0
50,109.0651321,0
50,109.1014252,0
50,111.0811691,0
50,111.117218,1
50,115.0758286,1
50,119.0862198,1
50,121.0079117,1
50,121.1018372,0
50,123.0234451,1
50,123.0812759,0
50,123.1179123,0
50,123.9461441,1
50,125.0031662,0
50,125.9615173,1
50,128.9511566,1
50,131.9511719,0
50,133.0081787,0
50,133.0655518,1
50,133.1019135,1
50,135.0228729,1
50,135.9453583,1
50,139.0186768,1
50,143.0849152,1
50,147.0236359,1
50,147.1173248,1
50,149.0029449,0
50,149.1333618,1
50,149.9620819,0
50,150.9817047,0
50,151.0186157,1
50,151.1126404,1
50,153.9567566,0
50,155.9775391,1
50,161.0015564,0
50,161.0397034,1
50,165.0337982,1
50,165.944809,1
50,167.0298309,1
50,168.2883301,0
50,174.9853363,1
50,178.9351654,0
50,179.0130768,0
50,179.0501251,0
50,179.9717255,0
50,180.0544281,0
50,183.9719543,1
50,184.9701691,0
50,184.9883728,0
50,188.9983673,0
50,189.0344696,1
50,189.0716248,0
50,189.092041,0
50,189.1647339,0
50,189.9580688,1
50,192.9464722,0
50,196.9455566,1
50,206.1903381,1
50,206.9168396,0
50,206.9303131,0
50,207.008316,1
50,207.027298,1
50,207.0449524,0
50,207.0632782,1
50,207.0815887,1
50,207.1013489,1
50,207.1399384,0
50,207.1748352,1
50,207.1959686,1
50,208.17659,0
50,209.9524384,0
50,212.8891296,1
50,224.9277039,0
51,55.05506516,1
51,57.07075882,1
51,69.07073975,0
51,71.0499115,1
51,81.07051849,1
51,83.04964447,0
51,83.08640289,0
51,89.06021118,1
51,90.77779388,0
51,95.08586121,0
51,102.9965973,1
51,109.1018372,0
51,111.1174393,1
51,111.40802,0
51,119.89711,0
51,180.8883972,0
51,190.8731842,0
51,199.1700134,0
51,208.8837585,0
51,210.0688934,0
51,214.4110413,1
51,226.8942719,1
51,230.8690948,1
51,248.8797913,0
51,254.8877869,0
51,276.8746033,0
51,280.8691406,0
51,280.9035645,1
51,290.478302,1
51,296.1747437,0
51,298.8782043,0
51,299.8907776,1
51,303.9209595,1
51,617.1167603,1
52,55.0550499,1
52,55.93533325,0
52,57.03437805,0
52,57.07075119,1
52,59.05000687,0
52,62.50896454,0
52,69.07086182,1
52,71.93003845,0
52,72.9378891,0
52,79.08374786,0
52,81.07080841,0
52,83.08626556,0
52,84.96046448,1
52,87.04476166,1
52,87.0813446,0
52,87.52188873,1
52,88.07617188,1
52,89.38123322,0
52,89.94062042,1
52,90.9484787,1
52,95.08642578,1
52,97.06546021,0
52,97.10198212,1
52,99.04457855,1
52,101.0601196,1
52,102.9484711,1
52,103.0759811,0
52,107.9513016,0
52,109.1023102,0
52,117.0916977,1
52,125.0612488,1
52,131.0014191,1
52,132.0450439,0
52,133.0079346,0
52,135.9458771,0
52,137.0394287,1
52,139.0348816,0
52,141.001297,0
52,147.024231,0
52,147.9823761,0
52,151.0191956,0
52,151.0552826,0
52,154.9676971,0
52,155.9753265,0
52,159.0659943,0
52,159.0799713,1
52,161.0128021,0
52,161.9984589,0
52,165.000412,1
52,165.0343475,0
52,165.0497131,1
52,169.9330597,1
52,171.9815063,0
52,172.9783478,1
52,174.9858704,1
52,175.9766235,1
52,177.0920105,0
52,179.0242462,1
52,181.1231384,1
52,183.9125519,0
52,188.0151825,1
52,189.9938202,0
52,191.0142975,0
52,195.9271698,0
52,200.0477448,1
52,201.922821,0
52,203.9389496,0
52,206.0252533,1
52,208.0844116,1
52,209.0250397,0
52,209.0529022,0
52,213.923111,1
52,214.9256134,0
52,215.1370239,0
52,217.9519348,0
52,218.2002411,1
52,219.0475464,0
52,219.0703583,0
52,219.1014099,1
52,219.1753998,0
52,219.2137756,0
52,219.9343567,0
52,220.0511322,0
52,231.9331818,1
52,236.0364075,0
52,236.1741943,1
52,236.208374,0
52,236.9383087,0
52,237.0396118,1
52,237.0711517,1
52,237.1085968,1
52,237.1300964,0
52,237.218338,1
52,237.9115143,0
52,237.9354706,0
52,329.8685608,0
52,356.1594238,1
52,430.1596375,0
53,55.01862717,0
53,55.05492401,0
53,55.93516922,1
53,57.0343132,0
53,57.07077789,0
53,60.04514313,1
53,65.37347412,1
53,67.05500031,1
53,69.07073975,0
53,71.04975891,0
53,71.08638763,0
53,71.92990112,0
53,72.93761444,1
53,81.03427124,0
53,81.07050323,1
53,83.08613586,1
53,83.93036652,1
53,84.96021271,0
53,85.02889252,1
53,85.0651474,1
53,85.10161591,0
53,85.94618988,0
53,88.96980286,0
53,89.94030762,0
53,90.94822693,1
53,91.05501556,1
53,93.07046509,1
53,95.04953766,0
53,95.08628845,1
53,96.08937836,0
53,97.06533051,1
53,97.10215759,0
53,99.04431152,1
53,99.08094788,0
53,102.9485016,0
53,105.9351425,0
53,107.0487366,0
53,107.0860977,0
53,109.1014328,0
53,111.0449295,1
53,111.0809326,0
53,111.1171265,0
53,113.0598602,1
53,113.9646378,0
53,114.9714661,0
53,118.9427719,0
53,121.1016388,1
53,123.0809402,1
53,125.0603714,0
53,125.0961838,1
53,125.9642334,0
53,125.9869385,1
53,126.9556122,0
53,126.9720306,1
53,127.0751266,0
53,127.111496,1
53,128.9512787,0
53,130.9664459,0
53,131.0858307,0
53,131.951004,1
53,131.9744263,1
53,135.0803528,1
53,135.1173859,0
53,136.953537,0
53,137.0603027,0
53,137.0963898,1
53,139.0760956,1
53,141.0009766,0
53,141.9589386,0
53,142.9669189,1
53,144.9701538,0
53,144.9823303,1
53,145.9664154,0
53,146.9621277,1
53,149.9617767,0
53,151.0753021,1
53,153.0554352,0
53,153.0914917,1
53,154.9671783,0
53,155.9710693,0
53,156.959198,1
53,158.0276794,0
53,159.0789032,1
53,159.9691162,0
53,159.9823761,0
53,163.0180511,1
53,167.1075134,1
53,167.971405,1
53,169.9333649,1
53,169.9667816,1
53,171.0267181,1
53,171.9829254,0
53,172.9777069,0
53,173.0040283,0
53,173.0233154,0
53,173.0389862,1
53,173.980835,0
53,174.9853821,1
53,175.0014648,1
53,177.0910797,0
53,177.1277924,0
53,177.1638794,0
53,181.0652313,1
53,183.9129944,0
53,187.9778137,0
53,188.9781342,1
53,189.9932251,0
53,190.987854,0
53,191.0119781,1
53,191.0490265,0
53,191.9722137,0
53,194.9401855,1
53,195.1017609,1
53,195.138504,0
53,195.1750336,0
53,196.9196014,0
53,196.9626312,1
53,197.1540527,1
53,201.9229126,1
53,203.9389801,1
53,205.988678,1
53,206.9881592,0
53,207.7748566,0
53,209.0601044,0
53,212.9997253,0
53,213.0352478,1
53,213.0544281,1
53,213.0731506,1
53,213.110321,1
53,213.1466522,1
53,213.1856689,0
53,213.9232178,0
53,213.9466858,0
53,214.0884705,0
53,214.8669586,0
53,214.9250183,0
53,215.0164032,0
53,215.0495605,1
53,215.0711365,1
53,215.1247559,0
53,219.9320679,0
53,231.9348755,1
54,55.93518829,1
54,57.07073975,0
54,59.04998398,1
54,65.35541534,1
54,67.05462646,1
54,69.0707016,0
54,71.04960632,1
54,71.08630371,1
54,71.92993164,1
54,72.93797302,0
54,81.00102997,1
54,81.07042694,1
54,82.00080109,1
54,83.08636475,0
54,84.96035004,0
54,87.04483032,1
54,87.4407959,1
54,87.96118927,0
54,88.07633209,1
54,89.05979156,1
54,89.94069672,1
